Index,ID_x,Drug Name_x,Insurance,Check_x,Quantity,Net,Copay,Covered,Rxcui,Check_y,Title,Drug Name_y,Dosage Form,Strength,Units,Class,NDC,Drug,In Stock,Pack Size,AWP,ACQ,Price Update,Units Qty,Scripts,Drug Full Name,Db Status,ID_y,ClassDb,RxNorm Name,Cleaned Up Drug Name
68,66,PIMECROLIMUSCRE1%100GM,MEDDPRIME-BHMAPDX,TRUE,100,266.25,0,,562806,TRUE,Inventory Database X,PIMECROLIMUS,Cre,1,%,Non-Ster Anti-Inflam,12345-6789-01,PIMECROLIMUS Cre 1%,,,,,,,,,SR-DB : Updated on 11/18/2024,94,Non-Ster Anti-Inflam,pimecrolimus 10 MG/ML Topical Cream,Pimecrolimus Cream 1%
69,67,TACROLIMUSOIN0.1%100GM,MEDDPRIME-BHMAPDX,TRUE,100,303.45,0,,313189,TRUE,Inventory Database X,TACROLIMUS,Oin,0.03,%,Non-Ster Anti-Inflam,12345-6789-01,TACROLIMUS Oin 0.03%,,,,,,,,,SR-DB : Updated on 11/18/2024,95,Non-Ster Anti-Inflam,tacrolimus 0.0003 MG/MG Topical Ointment,Tacrolimus Oin 0.03%
69,67,TACROLIMUSOIN0.1%100GM,MEDDPRIME-BHMAPDX,TRUE,100,303.45,0,,314266,TRUE,Inventory Database X,TACROLIMUS,Oin,0.1,%,Non-Ster Anti-Inflam,12345-6789-01,TACROLIMUS Oin 0.1%,,,,,,,,,SR-DB : Updated on 11/18/2024,96,Non-Ster Anti-Inflam,tacrolimus 0.001 MG/MG Topical Ointment,Tacrolimus Oin 0.1%
71,69,SALICYLIC3%OINT,MEDDPRIME-BHMAPDX,TRUE,30,NC,NC,,312888,TRUE,Inventory Database X,SALICYLIC,Oint,3,%,Keratolytic,12345-6789-01,SALICYLIC Oint 3%,,,,,,,,,SR-DB : Updated on 11/18/2024,100,Keratolytic,salicylic acid 0.03 MG/MG Topical Ointment,Salicylic Ointment 3%
72,70,CALCIPOTRIENCRE0.005%60GM,MEDDPRIME-BHMAPDX,TRUE,60,79,0,,313921,TRUE,Inventory Database X,CALCIPOTRIEN,Cre,0.005,%,Keratolytic,12345-6789-01,CALCIPOTRIEN Cre 0.005%,,,,,,,,,SR-DB : Updated on 11/18/2024,98,Keratolytic,calcipotriene 0.05 MG/ML Topical Cream,Calcipotrien Cream 0.005%
72,70,CALCIPOTRIENCRE0.005%60GM,MEDDPRIME-BHMAPDX,TRUE,60,79,0,,198373,TRUE,Inventory Database X,CALCIPOTRIEN,Oin,0.005,%,Keratolytic,12345-6789-01,CALCIPOTRIEN Oin 0.005%,,,,,,,,,SR-DB : Updated on 11/18/2024,99,Keratolytic,calcipotriene 0.00005 MG/MG Topical Ointment,Calcipotrien Oin 0.005%
74,72,CALCIPOTRIENBETAMETHOIN,MEDDPRIME-BHMAPDX,TRUE,60,NC,NC,,393355,TRUE,Inventory Database X,CALCIPOTRIEN BETAMETH,Oin,,,Keratolytic,12345-6789-01,CALCIPOTRIEN BETAMETH Oin,,,,,,,,,SR-DB : Updated on 11/18/2024,101,Keratolytic,betamethasone / calcipotriene Topical Ointment,Calcipotrien Betameth Oin
76,74,NAFTIFINECRE2%,MEDDPRIME-BHMAPDX,TRUE,DC,DC,DC,,1246096,TRUE,Inventory Database X,NAFTIFINE,Cre,2,%,Anti-fungal,12345-6789-01,NAFTIFINE Cre 2%,,,,,,,,,SR-DB : Updated on 11/18/2024,108,Anti-fungal,naftifine hydrochloride 20 MG/ML Topical Cream,Naftifine Cream 2%
77,75,KETOCONAZOLEFOAM2%,MEDDPRIME-BHMAPDX,TRUE,100,NC,NC,,728550,TRUE,Inventory Database X,KETOCONAZOLE,Foam,2,%,Anti-fungal,12345-6789-01,KETOCONAZOLE Foam 2%,,,,,,,,,SR-DB : Updated on 11/18/2024,107,Anti-fungal,ketoconazole 20 MG/ML Topical Foam,Ketoconazole Foam 2%
78,76,CICLOPIROXCRE0.77%,MEDDPRIME-BHMAPDX,TRUE,90,0,7.32,,309289,TRUE,Inventory Database X,CICLOPIROX,Cre,0.77,%,Anti-fungal,12345-6789-01,CICLOPIROX Cre 0.77%,,,,,,,,,SR-DB : Updated on 11/18/2024,102,Anti-fungal,ciclopirox 7.7 MG/ML Topical Cream,Ciclopirox Cream 0.77%
80,81,TAVABOROLESOL5%,MEDDPRIME-BHMAPDX,TRUE,10,NC,NC,,1543177,TRUE,Inventory Database X,TAVABOROLE,Sol,5,%,Anti-fungal Nail,12345-6789-01,TAVABOROLE Sol 5%,,,,,,,,,SR-DB : Updated on 11/18/2024,113,Anti-fungal Nail,tavaborole 43.5 MG/ML Topical Solution,Tavaborole Solution 5%
81,82,CICLOPIROXSOL8%,MEDDPRIME-BHMAPDX,TRUE,,,,,309291,TRUE,Inventory Database X,CICLOPIROX,Sol,8,%,Anti-fungal Nail,12345-6789-01,CICLOPIROX Sol 8%,,,,,,,,,SR-DB : Updated on 11/18/2024,111,Anti-fungal Nail,ciclopirox 80 MG/ML Topical Solution,Ciclopirox Solution 8%
82,83,TERBINAFINETAB250MG,MEDDPRIME-BHMAPDX,TRUE,,,,,329055,TRUE,Inventory Database X,TERBINAFINE,Tab,250,mg,Anti-fungal Oral,12345-6789-01,TERBINAFINE Tab 250mg,,,,,,,,,SR-DB : Updated on 11/18/2024,116,Anti-fungal Oral,terbinafine 250 MG,Terbinafine Tablet 250 Mg
83,84,FLUCONAZOLETAB100MG,MEDDPRIME-BHMAPDX,TRUE,,,,,197698,TRUE,Inventory Database X,FLUCONAZOLE,Tab,100,mg,Anti-fungal Oral,12345-6789-01,FLUCONAZOLE Tab 100mg,,,,,,,,,SR-DB : Updated on 11/18/2024,114,Anti-fungal Oral,fluconazole 100 MG Oral Tablet,Fluconazole Tablet 100 Mg
84,85,FLUCONAZOLETAB200MG,MEDDPRIME-BHMAPDX,TRUE,,,,,197700,TRUE,Inventory Database X,FLUCONAZOLE,Tab,200,mg,Anti-fungal Oral,12345-6789-01,FLUCONAZOLE Tab 200mg,,,,,,,,,SR-DB : Updated on 11/18/2024,115,Anti-fungal Oral,fluconazole 200 MG Oral Tablet,Fluconazole Tablet 200 Mg
85,86,FLUOROURACILCRE5%,MEDDPRIME-BHMAPDX,TRUE,40,73.69,0,,105583,TRUE,Inventory Database X,FLUOROURACIL,Cre,5,%,Chemo Cream,12345-6789-01,FLUOROURACIL Cre 5%,,,,,,,,,SR-DB : Updated on 11/18/2024,117,Chemo Cream,fluorouracil 50 MG/ML Topical Cream,Fluorouracil Cream 5%
86,87,IMIQUIMODCRE3.75%PMP,MEDDPRIME-BHMAPDX,TRUE,,,,,967017,TRUE,Inventory Database X,IMIQUIMOD,Cre,3.75,%,Chemo Cream,12345-6789-01,IMIQUIMOD Cre 3.75%,,,,,,,,,SR-DB : Updated on 11/18/2024,118,Chemo Cream,imiquimod 37.5 MG/ML Topical Cream,Imiquimod Cream 3.75%
87,88,IMIQUIMODCRE5%PACKET,MEDDPRIME-BHMAPDX,TRUE,24,12.67,0,,310982,TRUE,Inventory Database X,IMIQUIMOD,Cre,5,%,Chemo Cream,12345-6789-01,IMIQUIMOD Cre 5%,,,,,,,,,SR-DB : Updated on 11/18/2024,119,Chemo Cream,imiquimod 50 MG/ML Topical Cream,Imiquimod Cream 5%
88,89,ACYCLOVIROIN5%,MEDDPRIME-BHMAPDX,TRUE,30,NC,NC,,197312,TRUE,Inventory Database X,ACYCLOVIR,Oin,5,%,Antiviral,12345-6789-01,ACYCLOVIR Oin 5%,,,,,,,,,SR-DB : Updated on 11/18/2024,120,Antiviral,acyclovir 0.05 MG/MG Topical Ointment,Acyclovir Oin 5%
89,90,VALACYCLOVIRTAB1GM,MEDDPRIME-BHMAPDX,TRUE,,,,,313564,TRUE,Inventory Database X,VALACYCLOVIR,Tab,1,gm,Antiviral,12345-6789-01,VALACYCLOVIR Tab 1gm,,,,,,,,,SR-DB : Updated on 11/18/2024,121,Antiviral,valacyclovir 1000 MG Oral Tablet,Valacyclovir Tablet 1Gm
90,91,VALACYCLOVIRTAB500MG,MEDDPRIME-BHMAPDX,TRUE,,,,,330526,TRUE,Inventory Database X,VALACYCLOVIR,Tab,500,mg,Antiviral,12345-6789-01,VALACYCLOVIR Tab 500mg,,,,,,,,,SR-DB : Updated on 11/18/2024,122,Antiviral,valacyclovir 500 MG,Valacyclovir Tablet 500 Mg
91,92,CLEMASTINESYP,MEDDPRIME-BHMAPDX,TRUE,120,NC,NC,,2578,TRUE,Inventory Database X,CLEMASTINE,Syp,N/A ,,Antihistamines,12345-6789-01,CLEMASTINE Syp N/A ,,,,,,,,,SR-DB : Updated on 11/18/2024,125,Antihistamines,clemastine,Clemastine Syp N/A
92,93,LEVOCETIRIZITAB5MG,MEDDPRIME-BHMAPDX,TRUE,30,7.15,0,,855172,TRUE,Inventory Database X,LEVOCETIRIZI,Tab,5,mg,Antihistamines,12345-6789-01,LEVOCETIRIZI Tab 5mg,,,,,,,,,SR-DB : Updated on 11/18/2024,126,Antihistamines,levocetirizine dihydrochloride 5 MG Oral Tablet,Levocetirizi Tablet 5 Mg
93,94,DICLOFENACCAP25MG,MEDDPRIME-BHMAPDX,TRUE,30,NC,NC,,2670401,TRUE,Inventory Database X,DICLOFENAC,Tab,25,mg,Anti-inflammatory,12345-6789-01,DICLOFENAC Tab 25mg,,,,,,,,,SR-DB : Updated on 11/18/2024,128,Anti-inflammatory,diclofenac 25 MG,Diclofenac Tablet 25 Mg
93,94,DICLOFENACCAP25MG,MEDDPRIME-BHMAPDX,TRUE,30,NC,NC,,858342,TRUE,Inventory Database X,DICLOFENAC,Cap,25,mg,Anti-inflammatory,12345-6789-01,DICLOFENAC Cap 25mg,,,,,,,,,SR-DB : Updated on 11/18/2024,135,Anti-inflammatory,diclofenac 25 MG Oral Capsule,Diclofenac Capsule 25 Mg
95,95,MELOXICAMCAP5MG,MEDDPRIME-BHMAPDX,TRUE,30,NC,NC,,1722349,TRUE,Inventory Database X,MELOXICAM,Cap,5,mg,Anti-inflammatory,12345-6789-01,MELOXICAM Cap 5mg,,,,,,,,,SR-DB : Updated on 11/18/2024,131,Anti-inflammatory,meloxicam 5 MG Oral Capsule,Meloxicam Capsule 5 Mg
96,96,NAPROXENSUS125/5ML,MEDDPRIME-BHMAPDX,TRUE,473,NC,NC,,311913,TRUE,Inventory Database X,NAPROXEN,Sus,125/5,ml,Anti-inflammatory,12345-6789-01,NAPROXEN Sus 125/5ml,,,,,,,,,SR-DB : Updated on 11/18/2024,132,Anti-inflammatory,naproxen 25 MG/ML Oral Suspension,Naproxen Sus 125/5Ml
97,97,PREDNISONETAB20MG,MEDDPRIME-BHMAPDX,TRUE,30,1.9,0,,312615,TRUE,Inventory Database X,PREDNISONE,Tab,20,mg,Anti-inflammatory,12345-6789-01,PREDNISONE Tab 20mg,,,,,,,,,SR-DB : Updated on 11/18/2024,133,Anti-inflammatory,prednisone 20 MG Oral Tablet,Prednisone Tablet 20 Mg
98,98,PREDNISONETAB5MG,MEDDPRIME-BHMAPDX,TRUE,30,2.23,0,,312617,TRUE,Inventory Database X,PREDNISONE,Tab,5,mg,Anti-inflammatory,12345-6789-01,PREDNISONE Tab 5mg,,,,,,,,,SR-DB : Updated on 11/18/2024,134,Anti-inflammatory,prednisone 5 MG Oral Tablet,Prednisone Tablet 5 Mg
99,99,ERGOT/CAFFENTAB1-100MG,MEDDPRIME-BHMAPDX,TRUE,30,60.52,0,,91405,TRUE,Inventory Database X,ERGOT/CAFFEN,Tab,1-100,mg,Headaches,12345-6789-01,ERGOT/CAFFEN Tab 1-100mg,,,,,,,,,SR-DB : Updated on 11/18/2024,136,Headaches,ergot preparation,Ergot/Caffen Tablet 1-100 Mg
100,100,DRYSOLSOL20%,MEDDPRIME-BHMAPDX,TRUE,,,,,206208,TRUE,Inventory Database X,DRYSOL,Sol,20,%,Hyperhydrosis,12345-6789-01,DRYSOL Sol 20%,,,,,,,,,SR-DB : Updated on 11/18/2024,139,Hyperhydrosis,aluminum chloride 200 MG/ML Topical Solution [Drysol],Drysol Solution 20%
101,101,FINASTERIDETAB1MG,MEDDPRIME-BHMAPDX,TRUE,,,,,200172,TRUE,Inventory Database X,FINASTERIDE,Tab,1,mg,Hair loss,12345-6789-01,FINASTERIDE Tab 1mg,,,,,,,,,SR-DB : Updated on 11/18/2024,140,Hair loss,finasteride 1 MG Oral Tablet,Finasteride Tablet 1 Mg
102,102,MINOXIDILTAB2.5MG,MEDDPRIME-BHMAPDX,TRUE,,,,,197987,TRUE,Inventory Database X,MINOXIDIL,Tab,2.5,mg,Hair loss,12345-6789-01,MINOXIDIL Tab 2.5mg,,,,,,,,,SR-DB : Updated on 11/18/2024,141,Hair loss,minoxidil 2.5 MG Oral Tablet,Minoxidil Tablet 2.5 Mg
103,103,HYDROQUINONECRE4%,MEDDPRIME-BHMAPDX,TRUE,,,,,197795,TRUE,Inventory Database X,HYDROQUINONE,Cre,4,%,Bleaching Cream,12345-6789-01,HYDROQUINONE Cre 4%,,,,,,,,,SR-DB : Updated on 11/18/2024,142,Bleaching Cream,hydroquinone 40 MG/ML Topical Cream,Hydroquinone Cream 4%
104,104,PERMETHRINCRE5%,MEDDPRIME-BHMAPDX,TRUE,60,18.7,0,,106387,TRUE,Inventory Database X,PERMETHRIN,Cre,5,%,Scabies,12345-6789-01,PERMETHRIN Cre 5%,,,,,,,,,SR-DB : Updated on 11/18/2024,143,Scabies,permethrin 50 MG/ML Topical Cream,Permethrin Cream 5%
105,106,FOLICACIDTAB1MG,MEDDPRIME-BHMAPDX,TRUE,30,NC,NC,,310410,TRUE,Inventory Database X,FOLIC ACID,Tab,1,mg,Other,12345-6789-01,FOLIC ACID Tab 1mg,,,,,,,,,SR-DB : Updated on 11/18/2024,145,Other,folic acid 1 MG Oral Tablet,Folic Acid Tablet 1 Mg
106,107,HYDROXYCHLORTAB200MG,MEDDPRIME-BHMAPDX,TRUE,30,NC,NC,,979092,TRUE,Inventory Database X,HYDROXYCHLOR,Tab,200,mg,Other,12345-6789-01,HYDROXYCHLOR Tab 200mg,,,,,,,,,SR-DB : Updated on 11/18/2024,146,Other,hydroxychloroquine sulfate 200 MG Oral Tablet,Hydroxychlor Tablet 200 Mg
107,108,HYDROXYZHCLTAB10MG,MEDDPRIME-BHMAPDX,TRUE,30,NC,NC,,995218,TRUE,Inventory Database X,HYDROXYZ HCL,Tab,10,mg,Other,12345-6789-01,HYDROXYZ HCL Tab 10mg,,,,,,,,,SR-DB : Updated on 11/18/2024,147,Other,hydroxyzine hydrochloride 10 MG Oral Tablet,Hydroxyz Hcl Tablet 10 Mg
108,109,HYDROXYZHCLTAB25MG,MEDDPRIME-BHMAPDX,TRUE,30,NC,NC,,995258,TRUE,Inventory Database X,HYDROXYZ HCL,Tab,25,mg,Other,12345-6789-01,HYDROXYZ HCL Tab 25mg,,,,,,,,,SR-DB : Updated on 11/18/2024,148,Other,hydroxyzine hydrochloride 25 MG Oral Tablet,Hydroxyz Hcl Tablet 25 Mg
109,111,LIDOCORTCRE3-0.5%,MEDDPRIME-BHMAPDX,TRUE,1,NC,NC,,1012235,TRUE,Inventory Database X,LIDOCORT,Cre,3-0.5,%,Other,12345-6789-01,LIDOCORT Cre 3-0.5%,,,,,,,,,SR-DB : Updated on 11/18/2024,150,Other,hydrocortisone acetate 5 MG/ML / lidocaine hydrochloride 30 MG/ML Rectal Cream,Lidocort Cream 3-0.5%
110,112,METHOTREXATETAB2.5MG,MEDDPRIME-BHMAPDX,TRUE,85,NC,NC,,328407,TRUE,Inventory Database X,METHOTREXATE,Tab,2.5,mg,Other,12345-6789-01,METHOTREXATE Tab 2.5mg,,,,,,,,,SR-DB : Updated on 11/18/2024,151,Other,methotrexate 2.5 MG,Methotrexate Tablet 2.5 Mg
111,113,PODOFILOXSOL0.5%,MEDDPRIME-BHMAPDX,TRUE,30,NC,NC,,582926,TRUE,Inventory Database X,PODOFILOX,Sol,0.5,%,Other,12345-6789-01,PODOFILOX Sol 0.5%,,,,,,,,,SR-DB : Updated on 11/18/2024,152,Other,podofilox 5 MG/ML Topical Solution,Podofilox Solution 0.5%
112,114,SPIRONOLACTTAB50MG,MEDDPRIME-BHMAPDX,TRUE,3.5,$10.31 ,$0.00 ,,198223,TRUE,Inventory Database X,SPIRONOLACT,Tab,50,mg,Other,12345-6789-01,SPIRONOLACT Tab 50mg,,,,,,,,,SR-DB : Updated on 11/18/2024,153,Other,spironolactone 50 MG Oral Tablet,Spironolact Tablet 50 Mg
113,115,DOXEPINHCLCRE5%,MEDDPRIME-BHMAPDX,TRUE,30,$6.55 ,$0.00 ,,1000091,TRUE,Inventory Database X,DOXEPIN HCL,Cre,5,%,Other,12345-6789-01,DOXEPIN HCL Cre 5%,,,,,,,,,SR-DB : Updated on 11/18/2024,154,Other,doxepin hydrochloride 50 MG/ML Topical Cream,Doxepin Hcl Cream 5%
114,117,DOXYCYCMONOHYDRATECAP50MG,MEDDPRIME-BHMAPDX,TRUE,45,NC,NC,,1649401,TRUE,Inventory Database X,DOXYCYC MONO,Cap,50,mg,ABX Orals,12345-6789-01,DOXYCYC MONO Cap 50mg,,,,,,,,,SR-DB : Updated on 11/18/2024,9,ABX Orals,doxycycline monohydrate 50 MG Oral Capsule,Doxycycline Monohydrate Capsule 50 Mg
116,119,CLINDAM/BENZGEL1.2-2.5%,MEDDPRIME-BHMAPDX,TRUE,50,135.7.,0,,1424013,TRUE,Inventory Database,CLIND/BENZ,Gel,1.2-3.75,%,Acne Topical ABX,51672-1403-04,CLIND/BENZ Gel 1.2-3.75%,100,50,$694.31 ,$130.00 ,8/29/2024,50,1,CLIND/BENZ GEL 1.2-3.75,SR-DB : Updated on 11/18/2024,230,Acne Topical ABX,benzoyl peroxide 30 MG/ML / salicylic acid 20 MG/ML / sulfur 20 MG/ML Medicated Shampoo [Vital-Benz],Clind/Benz Gel 1.2-3.75
117,120,CLINDAMY/BENGEL1-5%,MEDDPRIME-BHMAPDX,TRUE,50,74.14,0,,358917,TRUE,Inventory Database X,CLINDAMY/BEN,Gel,5-Jan,%,Acne Topical ABX,12345-6789-01,CLINDAMY/BEN Gel 1-5%,,,,,,,,,SR-DB : Updated on 11/18/2024,34,Acne Topical ABX,benzoyl peroxide 0.05 MG/MG / clindamycin 0.01 MG/MG Topical Gel,Clindamy/Ben Gel 1-5%
118,121,SODIUMSULFA10%WASH,MEDDPRIME-BHMAPDX,TRUE,480,NC,NC,,1006107,TRUE,Inventory Database,SODIUM SULFA,Wash,10,%,Anti-inflammatory,42192-0129-16,SODIUM SULFA Wash 10%,"7,680",480,$253.40 ,$35.00 ,10/16/2024,"1,440",3,SODIUM SULFA LIQ 10% WASH,SR-DB : Updated on 11/18/2024,344,Anti-inflammatory,sulfacetamide sodium 100 MG/ML Medicated Liquid Soap,Sodium Sulfa Liq 10% Wash
118,121,SODIUMSULFA10%WASH,MEDDPRIME-BHMAPDX,TRUE,480,NC,NC,,1101603,TRUE,Inventory Database X,SODIUM SULFA,Wash,10,%,Facewash,12345-6789-01,SODIUM SULFA Wash 10%,,,,,,,,,SR-DB : Updated on 11/18/2024,51,Facewash,Supra Sulfa,Sodium Sulfa Wash 10%
121,125,BENZOYLPERLIQ10%WASH,MEDDPRIME-BHMAPDX,TRUE,,,,,142034,TRUE,Inventory Database X,BENZOYL PER,Wash,10,%,Facewash,12345-6789-01,BENZOYL PER Wash 10%,,,,,,,,,SR-DB : Updated on 11/18/2024,47,Facewash,benzoyl peroxide 100 MG/ML Medicated Liquid Soap,Benzoyl Per Wash 10%
122,127,FLUOCINACETSOL0.01%,MEDDPRIME-BHMAPDX,TRUE,,,,,1191299,TRUE,Inventory Database,FLUOCIN ACET,Solution,0.01,%,Corticosteroid,21922-0003-01,FLUOCIN ACET Solution 0.01%,"1,020",60,$187.50 ,$9.19 ,8/29/2024,540,7,FLUOCIN ACET SOL 0.01%,SR-DB : Updated on 11/18/2024,290,Corticosteroid,fluocinolone acetonide 0.1 MG/ML Otic Solution,Fluocin Acetate Solution 0.01%
122,127,FLUOCINACETSOL0.01%,MEDDPRIME-BHMAPDX,TRUE,,,,,1191307,TRUE,Inventory Database,FLUOCIN ACET,Oil,0.01,%,Corticosteroid,64980-0330-04,FLUOCIN ACET Oil 0.01%,"1,656",118.28,$220.75 ,$12.73 ,8/29/2024,"2,720",23,FLUOCIN ACET OIL 0.01% SC,SR-DB : Updated on 11/18/2024,288,Corticosteroid,fluocinolone acetonide 0.1 MG/ML Topical Oil,Fluocin Acetate Oil 0.01% Sc
122,127,FLUOCINACETSOL0.01%,MEDDPRIME-BHMAPDX,TRUE,,,,,1191302,TRUE,Inventory Database,FLUOCIN ACET,Cream,0.01,%,Corticosteroid,00713-0223-60,FLUOCIN ACET Cream 0.01%,180,60,$133.96 ,$62.00 ,5/21/2024,240,2,FLUOCIN ACET CRE 0.01%,SR-DB : Updated on 11/18/2024,287,Corticosteroid,fluocinolone acetonide 0.1 MG/ML Topical Cream,Fluocin Acetate Cream 0.01%
125,128,HYDROCORTISOCRE2.5%,MEDDPRIME-BHMAPDX,TRUE,,,,,310891,TRUE,Inventory Database X,HYDROCORTISO,Cre,2.5,%,Medium Potency Topical Steroid,12345-6789-01,HYDROCORTISO Cre 2.5%,,,,,,,,,SR-DB : Updated on 11/18/2024,83,Medium Potency Topical Steroid,hydrocortisone 25 MG/ML Topical Cream,Hydrocortiso Cream 2.5%
127,130,TRIAMCINOLONCRE0.1%,MEDDPRIME-BHMAPDX,TRUE,,,,,1014314,TRUE,Inventory Database X,TRIAMCINOLON,Cre,0.1,%,Low Potency Topical Steroid,12345-6789-01,TRIAMCINOLON Cre 0.1%,,,,,,,,,SR-DB : Updated on 11/18/2024,91,Low Potency Topical Steroid,triamcinolone acetonide 1 MG/ML Topical Cream,Triamcinolon Cream 0.1%
129,132,PIMECROLIMUSCRE1%,MEDDPRIME-BHMAPDX,TRUE,,,,,562806,TRUE,Inventory Database X,PIMECROLIMUS,Cre,1,%,Non-Ster Anti-Inflam,12345-6789-01,PIMECROLIMUS Cre 1%,,,,,,,,,SR-DB : Updated on 11/18/2024,94,Non-Ster Anti-Inflam,pimecrolimus 10 MG/ML Topical Cream,Pimecrolimus Cream 1%
130,133,TACROLIMUSOIN0.03%,MEDDPRIME-BHMAPDX,TRUE,,,,,313189,TRUE,Inventory Database X,TACROLIMUS,Oin,0.03,%,Non-Ster Anti-Inflam,12345-6789-01,TACROLIMUS Oin 0.03%,,,,,,,,,SR-DB : Updated on 11/18/2024,95,Non-Ster Anti-Inflam,tacrolimus 0.0003 MG/MG Topical Ointment,Tacrolimus Oin 0.03%
131,134,TACROLIMUSOIN0.1%,MEDDPRIME-BHMAPDX,TRUE,,,,,314266,TRUE,Inventory Database X,TACROLIMUS,Oin,0.1,%,Non-Ster Anti-Inflam,12345-6789-01,TACROLIMUS Oin 0.1%,,,,,,,,,SR-DB : Updated on 11/18/2024,96,Non-Ster Anti-Inflam,tacrolimus 0.001 MG/MG Topical Ointment,Tacrolimus Oin 0.1%
132,135,CALCIPOTRIENCRE0.005%,MEDDPRIME-BHMAPDX,TRUE,,,,,313921,TRUE,Inventory Database X,CALCIPOTRIEN,Cre,0.005,%,Keratolytic,12345-6789-01,CALCIPOTRIEN Cre 0.005%,,,,,,,,,SR-DB : Updated on 11/18/2024,98,Keratolytic,calcipotriene 0.05 MG/ML Topical Cream,Calcipotrien Cream 0.005%
132,135,CALCIPOTRIENCRE0.005%,MEDDPRIME-BHMAPDX,TRUE,,,,,198373,TRUE,Inventory Database X,CALCIPOTRIEN,Oin,0.005,%,Keratolytic,12345-6789-01,CALCIPOTRIEN Oin 0.005%,,,,,,,,,SR-DB : Updated on 11/18/2024,99,Keratolytic,calcipotriene 0.00005 MG/MG Topical Ointment,Calcipotrien Oin 0.005%
134,137,CALCIPOTRIENOINBETAMETH,MEDDPRIME-BHMAPDX,TRUE,,,,,393355,TRUE,Inventory Database X,CALCIPOTRIEN BETAMETH,Oin,,,Keratolytic,12345-6789-01,CALCIPOTRIEN BETAMETH Oin,,,,,,,,,SR-DB : Updated on 11/18/2024,101,Keratolytic,betamethasone / calcipotriene Topical Ointment,Calcipotrien Betameth Oin
135,138,KETOCONAZOLEAER2%,MEDDPRIME-BHMAPDX,TRUE,,,,,203088,TRUE,Inventory Database X,KETOCONAZOLE,Sha,2,%,Anti-fungal,12345-6789-01,KETOCONAZOLE Sha 2%,,,,,,,,,SR-DB : Updated on 11/18/2024,53,Anti-fungal,ketoconazole 20 MG/ML Topical Cream,Ketoconazole Sha 2%
136,139,OXICONAZOLECRENITRATE,MEDDPRIME-BHMAPDX,TRUE,,,,,56226,TRUE,Inventory Database,OXICONAZOLE,Cream,0,,Antifungal,51672-1359-03,OXICONAZOLE Cream 0,"-1,830",60,$623.75 ,$138.99 ,8/29/2024,"4,350",71,OXICONAZOLE CRE NITRATE,SR-DB : Updated on 11/18/2024,333,Antifungal,oxiconazole nitrate,Oxiconazole Cream Nitrate
136,139,OXICONAZOLECRENITRATE,MEDDPRIME-BHMAPDX,TRUE,,,,,377915,TRUE,Inventory Database X,OXICONAZOLE,Cre,,,Anti-fungal,12345-6789-01,OXICONAZOLE Cre,,,,,,,,,SR-DB : Updated on 11/18/2024,110,Anti-fungal,oxiconazole Topical Cream,Oxiconazole Cream
139,141,CETIRIZINETAB5MG,MEDDPRIME-BHMAPDX,TRUE,,,,,1014676,TRUE,Inventory Database X,CETIRIZINE,Tab,5,mg,Antihistamines,12345-6789-01,CETIRIZINE Tab 5mg,,,,,,,,,SR-DB : Updated on 11/18/2024,124,Antihistamines,cetirizine hydrochloride 5 MG Oral Tablet,Cetirizine Tablet 5 Mg
141,143,CETIRIZINETAB10MG,MEDDPRIME-BHMAPDX,TRUE,,,,,1014678,TRUE,Inventory Database X,CETIRIZINE,Tab,10,mg,Antihistamines,12345-6789-01,CETIRIZINE Tab 10mg,,,,,,,,,SR-DB : Updated on 11/18/2024,123,Antihistamines,cetirizine hydrochloride 10 MG Oral Tablet,Cetirizine Tablet 10 Mg
142,144,LORATADINETAB10MG,MEDDPRIME-BHMAPDX,TRUE,,,,,311372,TRUE,Inventory Database X,LORATADINE,Tab,10,mg,Antihistamines,12345-6789-01,LORATADINE Tab 10mg,,,,,,,,,SR-DB : Updated on 11/18/2024,127,Antihistamines,loratadine 10 MG Oral Tablet,Loratadine Tablet 10 Mg
143,146,LOFENATAB25MG,MEDDPRIME-BHMAPDX,TRUE,,,,,2584350,TRUE,Inventory Database X,LOFENA,Tab,25,mg,Anti-inflammatory,12345-6789-01,LOFENA Tab 25mg,,,,,,,,,SR-DB : Updated on 11/18/2024,129,Anti-inflammatory,diclofenac potassium 25 MG Oral Tablet [Lofena],Lofena Tablet 25 Mg
145,148,AMMONIUMLACLOT12%,MEDDPRIME-BHMAPDX,TRUE,,,,,351312,TRUE,Inventory Database X,Ammonium lac,Lot,12,%,Moisturizer,12345-6789-01,Ammonium lac Lot 12%,,,,,,,,,SR-DB : Updated on 11/18/2024,137,Moisturizer,ammonium lactate 120 MG/ML Topical Lotion [Laclotion],Ammonium Lac Lotion 12%
151,159,CLEMASTINE,MEDDPRIME-BHMAPDX,TRUE,,,,,2578,TRUE,Inventory Database X,CLEMASTINE,Syp,N/A ,,Antihistamines,12345-6789-01,CLEMASTINE Syp N/A ,,,,,,,,,SR-DB : Updated on 11/18/2024,125,Antihistamines,clemastine,Clemastine Syp N/A
