Index,ID,Drug,Insurance,Quantity,Net,Copay,Covered,Rxcui,Class,NDC,In Stock,Pack Size,AWP,ACQ,Price Update,Units Qty,Scripts,Db Status,RxNorm Name,Cleaned Up Drug Name
113,115,DOXEPIN HCL Cre 5%,MEDDPRIME-2FGA,30,$2.72 ,$0.00 ,,1000091,Other,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,doxepin hydrochloride 50 MG/ML Topical Cream,Doxepin Hcl Cream 5%
114,117,DOXYCYC MONO Cap 50mg,MEDDPRIME-2FGA,45,NC,NC,,1649401,ABX Orals,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,doxycycline monohydrate 50 MG Oral Capsule,Doxycycline Monohydrate Capsule 50 Mg
116,119,CLIND/BENZ Gel 1.2-3.75%,MEDDPRIME-2FGA,50,NC,NC,,1424013,Acne Topical ABX,51672-1403-04,100,50,$694.31 ,$130.00 ,8/29/2024,50,1,SR-DB : Updated on 11/18/2024,benzoyl peroxide 30 MG/ML / salicylic acid 20 MG/ML / sulfur 20 MG/ML Medicated Shampoo [Vital-Benz],Clind/Benz Gel 1.2-3.75
117,120,CLINDAMY/BEN Gel 1-5%,MEDDPRIME-2FGA,50,NC,NC,,358917,Acne Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,benzoyl peroxide 0.05 MG/MG / clindamycin 0.01 MG/MG Topical Gel,Clindamy/Ben Gel 1-5%
118,121,SODIUM SULFA Wash 10%,MEDDPRIME-2FGA,480,NC,NC,,1006107,Anti-inflammatory,42192-0129-16,"7,680",480,$253.40 ,$35.00 ,10/16/2024,"1,440",3,SR-DB : Updated on 11/18/2024,sulfacetamide sodium 100 MG/ML Medicated Liquid Soap,Sodium Sulfa Liq 10% Wash
118,121,SODIUM SULFA Wash 10%,MEDDPRIME-2FGA,480,NC,NC,,1101603,Facewash,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,Supra Sulfa,Sodium Sulfa Wash 10%
121,125,BENZOYL PER Wash 10%,MEDDPRIME-2FGA,,,,,142034,Facewash,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,benzoyl peroxide 100 MG/ML Medicated Liquid Soap,Benzoyl Per Wash 10%
122,127,FLUOCIN ACET Solution 0.01%,MEDDPRIME-2FGA,,,,,1191299,Corticosteroid,21922-0003-01,"1,020",60,$187.50 ,$9.19 ,8/29/2024,540,7,SR-DB : Updated on 11/18/2024,fluocinolone acetonide 0.1 MG/ML Otic Solution,Fluocin Acetate Solution 0.01%
122,127,FLUOCIN ACET Oil 0.01%,MEDDPRIME-2FGA,,,,,1191307,Corticosteroid,64980-0330-04,"1,656",118.28,$220.75 ,$12.73 ,8/29/2024,"2,720",23,SR-DB : Updated on 11/18/2024,fluocinolone acetonide 0.1 MG/ML Topical Oil,Fluocin Acetate Oil 0.01% Sc
122,127,FLUOCIN ACET Cream 0.01%,MEDDPRIME-2FGA,,,,,1191302,Corticosteroid,00713-0223-60,180,60,$133.96 ,$62.00 ,5/21/2024,240,2,SR-DB : Updated on 11/18/2024,fluocinolone acetonide 0.1 MG/ML Topical Cream,Fluocin Acetate Cream 0.01%
125,128,HYDROCORTISO Cre 2.5%,MEDDPRIME-2FGA,,,,,310891,Medium Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,hydrocortisone 25 MG/ML Topical Cream,Hydrocortiso Cream 2.5%
127,130,TRIAMCINOLON Cre 0.1%,MEDDPRIME-2FGA,,,,,1014314,Low Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,triamcinolone acetonide 1 MG/ML Topical Cream,Triamcinolon Cream 0.1%
129,132,PIMECROLIMUS Cre 1%,MEDDPRIME-2FGA,,,,,562806,Non-Ster Anti-Inflam,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,pimecrolimus 10 MG/ML Topical Cream,Pimecrolimus Cream 1%
130,133,TACROLIMUS Oin 0.03%,MEDDPRIME-2FGA,,,,,313189,Non-Ster Anti-Inflam,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tacrolimus 0.0003 MG/MG Topical Ointment,Tacrolimus Oin 0.03%
131,134,TACROLIMUS Oin 0.1%,MEDDPRIME-2FGA,,,,,314266,Non-Ster Anti-Inflam,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tacrolimus 0.001 MG/MG Topical Ointment,Tacrolimus Oin 0.1%
132,135,CALCIPOTRIEN Cre 0.005%,MEDDPRIME-2FGA,,,,,313921,Keratolytic,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,calcipotriene 0.05 MG/ML Topical Cream,Calcipotrien Cream 0.005%
132,135,CALCIPOTRIEN Oin 0.005%,MEDDPRIME-2FGA,,,,,198373,Keratolytic,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,calcipotriene 0.00005 MG/MG Topical Ointment,Calcipotrien Oin 0.005%
134,137,CALCIPOTRIEN BETAMETH Oin,MEDDPRIME-2FGA,,,,,393355,Keratolytic,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,betamethasone / calcipotriene Topical Ointment,Calcipotrien Betameth Oin
135,138,KETOCONAZOLE Sha 2%,MEDDPRIME-2FGA,,,,,203088,Anti-fungal,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,ketoconazole 20 MG/ML Topical Cream,Ketoconazole Sha 2%
136,139,OXICONAZOLE Cream 0,MEDDPRIME-2FGA,,,,,56226,Antifungal,51672-1359-03,"-1,830",60,$623.75 ,$138.99 ,8/29/2024,"4,350",71,SR-DB : Updated on 11/18/2024,oxiconazole nitrate,Oxiconazole Cream Nitrate
136,139,OXICONAZOLE Cre,MEDDPRIME-2FGA,,,,,377915,Anti-fungal,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,oxiconazole Topical Cream,Oxiconazole Cream
139,141,CETIRIZINE Tab 5mg,MEDDPRIME-2FGA,,,,,1014676,Antihistamines,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,cetirizine hydrochloride 5 MG Oral Tablet,Cetirizine Tablet 5 Mg
141,143,CETIRIZINE Tab 10mg,MEDDPRIME-2FGA,,,,,1014678,Antihistamines,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,cetirizine hydrochloride 10 MG Oral Tablet,Cetirizine Tablet 10 Mg
142,144,LORATADINE Tab 10mg,MEDDPRIME-2FGA,,,,,311372,Antihistamines,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,loratadine 10 MG Oral Tablet,Loratadine Tablet 10 Mg
143,146,LOFENA Tab 25mg,MEDDPRIME-2FGA,,,,,2584350,Anti-inflammatory,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,diclofenac potassium 25 MG Oral Tablet [Lofena],Lofena Tablet 25 Mg
145,148,Ammonium lac Lot 12%,MEDDPRIME-2FGA,,,,,351312,Moisturizer,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,ammonium lactate 120 MG/ML Topical Lotion [Laclotion],Ammonium Lac Lotion 12%
151,159,CLEMASTINE Syp N/A ,MEDDPRIME-2FGA,,,,,2578,Antihistamines,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,clemastine,Clemastine Syp N/A
1,1,METRONIDAZOL Gel 1%,MEDDPRIME-BHMAPDX,55,99.23,0,,577237,Biopsy Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,metronidazole 0.01 MG/MG Topical Gel,Metronidazol Gel 1%
2,3,CLINDAMYCIN Lot 1%,MEDDPRIME-BHMAPDX,60,40.6,0,,197519,Acne Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,clindamycin 10 MG/ML Topical Lotion,Clindamycin Lotion 1%
3,4,CLINDAMYCIN Sol 1%,MEDDPRIME-BHMAPDX,60,17.72,0,,309333,Acne Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,clindamycin 10 MG/ML Topical Solution,Clindamycin Solution 1%
4,5,METRONIDAZOL Cre 0.75%,MEDDPRIME-BHMAPDX,45,53.94,0,,311678,Biopsy Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,metronidazole 7.5 MG/ML Topical Cream,Metronidazol Cream 0.75%
5,6,METRONIDAZOL Gel 0.75%,MEDDPRIME-BHMAPDX,45,44.22,0,,311679,Biopsy Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,metronidazole 0.0075 MG/MG Topical Gel,Metronidazol Gel 0.75%
6,7,HYDROCORTISO Lot 0.1%,MEDDPRIME-BHMAPDX,59,NC,NC,,103403,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,hydrocortisone 10 MG/ML Topical Lotion,Hydrocortiso Lotion 0.1%
7,8,FLURANDRENOL Lot 0.05%,MEDDPRIME-BHMAPDX,120,NC,NC,,197719,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,flurandrenolide 0.5 MG/ML Topical Lotion,Flurandrenol Lotion 0.05%
8,9,DESONIDE Lot 0.05%,MEDDPRIME-BHMAPDX,59,115.73,0,,197572,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,desonide 0.5 MG/ML Topical Lotion,Desonide Lotion 0.05%
9,13,CROTAN Lot 10%,MEDDPRIME-BHMAPDX,237,51.08,0,,2049603,Non-Ster Anti-Inflam,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,crotamiton 100 MG/ML Topical Lotion [Crotan],Crotan Lotion 10%
12,16,DOXYCYCLINE Hyclate Tab 75mg,MEDDPRIME-BHMAPDX,30,NC,NC,,350481,ABX Orals,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,doxycycline 75 MG,Doxycycline Hydrochloride Tablet 75 Mg
12,16,DOXYCYC MONO Tab 75mg,MEDDPRIME-BHMAPDX,30,NC,NC,,1649429,ABX Orals,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,doxycycline monohydrate 75 MG Oral Tablet,Doxycycline Monohydrate Tablet 75 Mg
14,17,DOXYCYC MONO Tab 150mg,MEDDPRIME-BHMAPDX,30,NC,NC,,1650444,ABX Orals,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,doxycycline monohydrate 150 MG Oral Tablet,Doxycycline Monohydrate Tablet 150 Mg
15,18,CEPHALEXIN Cap 500mg,MEDDPRIME-BHMAPDX,30,1.05,0,,309114,ABX Orals,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,cephalexin 500 MG Oral Capsule,Cephalexin Capsule 500 Mg
16,20,MINOCYCLINE Cap 100mg,MEDDPRIME-BHMAPDX,30,7.37,0,,197984,ABX Orals,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,minocycline 100 MG Oral Capsule,Minocycline Capsule 100 Mg
17,21,AMNESTEEM Cap 20mg,MEDDPRIME-BHMAPDX,,,,,404061,Accutane,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,isotretinoin 20 MG Oral Capsule [Amnesteem],Amnesteem Capsule 20 Mg
17,21,AMNESTEEM Cap 40mg,MEDDPRIME-BHMAPDX,,,,,404064,Accutane,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,isotretinoin 40 MG Oral Capsule [Amnesteem],Amnesteem Capsule 40 Mg
19,23,ISOTRETINOIN Cap 30mg,MEDDPRIME-BHMAPDX,,,,,403930,Accutane,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,isotretinoin 30 MG Oral Capsule,Isotretinoin Capsule 30 Mg
20,24,ZENATANE Cap 10mg,MEDDPRIME-BHMAPDX,,,,,1373333,Accutane,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,isotretinoin 10 MG Oral Capsule [Zenatane],Zenatane Capsule 10 Mg
20,24,ZENATANE Capsule 30mg,MEDDPRIME-BHMAPDX,,,,,1605088,Acne Treatment,55111-0113-81,270,30,$744.86 ,$47.49 ,8/16/2023,540,17,SR-DB : Updated on 11/18/2024,isotretinoin 30 MG Oral Capsule [Zenatane],Zenatane 30 Mg Capsule
22,25,IVERMECTIN Cre 1%,MEDDPRIME-BHMAPDX,45,191.57,0,,1598068,Acne Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,ivermectin 10 MG/ML Topical Cream,Ivermectin Cream 1%
23,26,ERY/BENZOYL Gel 5-3%,MEDDPRIME-BHMAPDX,,,,,244374,Acne Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,benzoyl peroxide 0.05 MG/MG / erythromycin 0.03 MG/MG Topical Gel,Ery/Benzoyl Gel 5-3%
24,27,MUPIROCIN Cre 2%,MEDDPRIME-BHMAPDX,30,NC,NC,,311877,Biopsy Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,mupirocin 20 MG/ML Topical Cream,Mupirocin Cream 2%
24,27,MUPIROCIN Oin 2%,MEDDPRIME-BHMAPDX,30,NC,NC,,106346,Biopsy Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,mupirocin 0.02 MG/MG Topical Ointment,Mupirocin Oin 2%
26,28,GENTAMICIN Cre 0.1%,MEDDPRIME-BHMAPDX,30,31.66,0,,197735,Biopsy Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,gentamicin 1 MG/ML Topical Cream,Gentamicin Cream 0.1%
26,28,GENTAMICIN Oin 0.1%,MEDDPRIME-BHMAPDX,30,31.66,0,,310465,Biopsy Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,gentamicin 0.001 MG/MG Topical Ointment,Gentamicin Oin 0.1%
28,30,BENZOYL PER Wash 10%,MEDDPRIME-BHMAPDX,142,NC,NC,,142034,Facewash,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,benzoyl peroxide 100 MG/ML Medicated Liquid Soap,Benzoyl Per Wash 10%
32,34,CICLOPIROX Sha 1%,MEDDPRIME-BHMAPDX,120,28.75,0,,250344,Anti-fungal,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,ciclopirox 10 MG/ML Medicated Shampoo,Ciclopirox Sha 1%
33,35,KETOCONAZOLE Sha 2%,MEDDPRIME-BHMAPDX,120,6.76,0,,203088,Anti-fungal,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,ketoconazole 20 MG/ML Topical Cream,Ketoconazole Sha 2%
34,36,CLOBETASOL Ointment 0.05%,MEDDPRIME-BHMAPDX,118,59.8,0,,861448,High Potency Steroid,21922-0017-07,"1,020",60,$498.72 ,$3.95 ,3/20/2024,900,13,SR-DB : Updated on 11/18/2024,clobetasol propionate 0.0005 MG/MG Topical Ointment,Clobetasol Oin 0.05%
34,36,CLOBETASOL Sol 0.05%,MEDDPRIME-BHMAPDX,118,59.8,0,,861487,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,clobetasol propionate 0.5 MG/ML Topical Solution,Clobetasol Solution 0.05%
34,36,CLOBETASOL Foam 0.05%,MEDDPRIME-BHMAPDX,118,59.8,0,,861353,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,clobetasol propionate 0.5 MG/ML Topical Foam,Clobetasol Foam 0.05%
34,36,CLOBETASOL Gel 0.05%,MEDDPRIME-BHMAPDX,118,59.8,0,,861434,High Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,clobetasol propionate 0.0005 MG/MG Topical Gel,Clobetasol Gel 0.05%
38,40,BETAMETH DIP Lot 0.05%,MEDDPRIME-BHMAPDX,30,NC,NC,,308715,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,betamethasone 0.5 MG/ML / clotrimazole 10 MG/ML Topical Lotion,Betameth Dip Lotion 0.05%
38,40,CLOTRIM/BETA DIPROP Lotion%,MEDDPRIME-BHMAPDX,30,NC,NC,,377661,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,clotrimazole Topical Lotion,Clotrim/Beta Diprop Lotion%
40,41,FLUOCIN ACET Solution 0.01%,MEDDPRIME-BHMAPDX,118.28,40.22,0,,1191299,Corticosteroid,21922-0003-01,"1,020",60,$187.50 ,$9.19 ,8/29/2024,540,7,SR-DB : Updated on 11/18/2024,fluocinolone acetonide 0.1 MG/ML Otic Solution,Fluocin Acetate Solution 0.01%
40,41,FLUOCIN ACET Oil,MEDDPRIME-BHMAPDX,118.28,40.22,0,,385106,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,fluocinolone Topical Oil,Fluocin Acetate Oil
40,41,FLUOCIN ACET Oil 0.01%,MEDDPRIME-BHMAPDX,118.28,40.22,0,,1191307,Corticosteroid,64980-0330-04,"1,656",118.28,$220.75 ,$12.73 ,8/29/2024,"2,720",23,SR-DB : Updated on 11/18/2024,fluocinolone acetonide 0.1 MG/ML Topical Oil,Fluocin Acetate Oil 0.01% Sc
43,42,FLUOCINONIDE Cre 0.05%,MEDDPRIME-BHMAPDX,60,25.16,31.15,,103456,High Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,fluocinonide 0.5 MG/ML Topical Cream,Fluocinonide Cream 0.05%
44,43,BETAMETH DIP Lot 0.05%,MEDDPRIME-BHMAPDX,60,11.2,0,,308715,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,betamethasone 0.5 MG/ML / clotrimazole 10 MG/ML Topical Lotion,Betameth Dip Lotion 0.05%
44,43,AUG BETAMET Cre 0.05%,MEDDPRIME-BHMAPDX,60,11.2,0,,238920,High Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,betamethasone 0.5 MG/ML Topical Cream,Aug Betamet Cream 0.05%
44,43,CLOTRIM/BETA Cream 1-0.05%,MEDDPRIME-BHMAPDX,60,11.2,0,,308714,Antifungal Combo,16714-0496-02,180,45,$71.42 ,$3.16 ,4/24/2024,315,4,SR-DB : Updated on 11/18/2024,betamethasone 0.5 MG/ML / clotrimazole 10 MG/ML Topical Cream,Clotrim/Beta Cream 1-0.05%
49,45,TAZAROTENE Cre 0.1%,MEDDPRIME-BHMAPDX,30,NC,NC,,313200,Retinoids: Exfoliant,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tazarotene 1 MG/ML Topical Cream,Tazarotene Cream 0.1%
50,46,AZELAIC ACID Gel 15%,MEDDPRIME-BHMAPDX,50,139.84,75,,1041518,Retinoids: Exfoliant,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,azelaic acid 0.15 MG/MG Topical Gel,Azelaic Acid Gel 15%
51,47,TRETINOIN Cre 0.025%,MEDDPRIME-BHMAPDX,20,NC,NC,,106302,Retinoids: Exfoliant,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tretinoin 0.25 MG/ML Topical Cream,Tretinoin Cream 0.025%
52,49,TRETINOIN Cre 0.1%,MEDDPRIME-BHMAPDX,45,NC,NC,,198300,Retinoids: Exfoliant,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tretinoin 1 MG/ML Topical Cream,Tretinoin Cream 0.1%
53,50,TRETINOIN Gel 0.05%,MEDDPRIME-BHMAPDX,45,63.29,1.55,,245723,Retinoids: Exfoliant,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tretinoin 0.0005 MG/MG Topical Gel,Tretinoin Gel 0.05%
54,51,ADAPALENE Gel 0.3%,MEDDPRIME-BHMAPDX,45,NC,NC,,722111,Retinoids: Exfoliant,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,adapalene 0.003 MG/MG Topical Gel,Adapalene Gel 0.3%
55,52,AMCINONIDE Cream 0.1%,MEDDPRIME-BHMAPDX,60,NC,NC,,197327,Medium Potency Steroid,74157-0006-60,-120,60,"$2,289.63 ",$710.00 ,8/30/2024,"4,620",43,SR-DB : Updated on 11/18/2024,amcinonide 1 MG/ML Topical Cream,Amcinonide Cream 0.1%
56,53,DIFLORASONE Oin 0.05%,MEDDPRIME-BHMAPDX,60,NC,NC,,966607,High Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,diflorasone diacetate 0.0005 MG/MG Topical Ointment,Diflorasone Oin 0.05%
56,53,DIFLORASONE Cre 0.05%,MEDDPRIME-BHMAPDX,60,NC,NC,,966577,High Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,diflorasone diacetate 0.5 MG/ML Topical Cream,Diflorasone Cream 0.05%
58,55,HALOBETASOL Oin 0.05%,MEDDPRIME-BHMAPDX,50,59.72,0,,977978,High Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,halobetasol propionate 0.0005 MG/MG Topical Ointment,Halobetasol Oin 0.05%
58,55,CLOBETASOL Ointment 0.05%,MEDDPRIME-BHMAPDX,50,59.72,0,,861448,High Potency Steroid,21922-0017-07,"1,020",60,$498.72 ,$3.95 ,3/20/2024,900,13,SR-DB : Updated on 11/18/2024,clobetasol propionate 0.0005 MG/MG Topical Ointment,Clobetasol Oin 0.05%
61,59,DESOXIMETAS Oin 0.05%,MEDDPRIME-BHMAPDX,60,NC,NC,,141850,Medium Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,desoximetasone 0.0005 MG/MG Topical Ointment,Desoximetas Oin 0.05%
62,60,HALCINONIDE Cre 0.1%,MEDDPRIME-BHMAPDX,60,NC,NC,,103467,Medium Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,halcinonide 1 MG/ML Topical Cream,Halcinonide Cream 0.1%
63,61,FLUOCIN ACET Cream 0.01%,MEDDPRIME-BHMAPDX,60,-4.4,0,,1191302,Corticosteroid,00713-0223-60,180,60,$133.96 ,$62.00 ,5/21/2024,240,2,SR-DB : Updated on 11/18/2024,fluocinolone acetonide 0.1 MG/ML Topical Cream,Fluocin Acetate Cream 0.01%
64,62,MOMETASONE Cre 0.1%,MEDDPRIME-BHMAPDX,45,,,,311753,Medium Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,mometasone furoate 1 MG/ML Topical Cream,Mometasone Cream 0.1%
65,63,DESONIDE Cre 0.05%,MEDDPRIME-BHMAPDX,60,43.96,0,,349351,Low Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,desonide 0.5 MG/ML Topical Cream,Desonide Cream 0.05%
66,64,DESONIDE Oin 0.05%,MEDDPRIME-BHMAPDX,60,74.11,0,,204135,Low Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,desonide 0.0005 MG/MG Topical Ointment,Desonide Oin 0.05%
67,65,ALCLOMETASON Cre 0.05%,MEDDPRIME-BHMAPDX,45,27.94,0,,855474,Low Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,alclometasone dipropionate 0.5 MG/ML Topical Cream,Alclometason Cream 0.05%
68,66,PIMECROLIMUS Cre 1%,MEDDPRIME-BHMAPDX,100,266.25,0,,562806,Non-Ster Anti-Inflam,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,pimecrolimus 10 MG/ML Topical Cream,Pimecrolimus Cream 1%
69,67,TACROLIMUS Oin 0.03%,MEDDPRIME-BHMAPDX,100,303.45,0,,313189,Non-Ster Anti-Inflam,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tacrolimus 0.0003 MG/MG Topical Ointment,Tacrolimus Oin 0.03%
69,67,TACROLIMUS Oin 0.1%,MEDDPRIME-BHMAPDX,100,303.45,0,,314266,Non-Ster Anti-Inflam,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tacrolimus 0.001 MG/MG Topical Ointment,Tacrolimus Oin 0.1%
71,69,SALICYLIC Oint 3%,MEDDPRIME-BHMAPDX,30,NC,NC,,312888,Keratolytic,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,salicylic acid 0.03 MG/MG Topical Ointment,Salicylic Ointment 3%
72,70,CALCIPOTRIEN Cre 0.005%,MEDDPRIME-BHMAPDX,60,79,0,,313921,Keratolytic,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,calcipotriene 0.05 MG/ML Topical Cream,Calcipotrien Cream 0.005%
72,70,CALCIPOTRIEN Oin 0.005%,MEDDPRIME-BHMAPDX,60,79,0,,198373,Keratolytic,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,calcipotriene 0.00005 MG/MG Topical Ointment,Calcipotrien Oin 0.005%
74,72,CALCIPOTRIEN BETAMETH Oin,MEDDPRIME-BHMAPDX,60,NC,NC,,393355,Keratolytic,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,betamethasone / calcipotriene Topical Ointment,Calcipotrien Betameth Oin
76,74,NAFTIFINE Cre 2%,MEDDPRIME-BHMAPDX,DC,DC,DC,,1246096,Anti-fungal,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,naftifine hydrochloride 20 MG/ML Topical Cream,Naftifine Cream 2%
77,75,KETOCONAZOLE Foam 2%,MEDDPRIME-BHMAPDX,100,NC,NC,,728550,Anti-fungal,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,ketoconazole 20 MG/ML Topical Foam,Ketoconazole Foam 2%
78,76,CICLOPIROX Cre 0.77%,MEDDPRIME-BHMAPDX,90,0,7.32,,309289,Anti-fungal,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,ciclopirox 7.7 MG/ML Topical Cream,Ciclopirox Cream 0.77%
80,81,TAVABOROLE Sol 5%,MEDDPRIME-BHMAPDX,10,NC,NC,,1543177,Anti-fungal Nail,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tavaborole 43.5 MG/ML Topical Solution,Tavaborole Solution 5%
81,82,CICLOPIROX Sol 8%,MEDDPRIME-BHMAPDX,,,,,309291,Anti-fungal Nail,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,ciclopirox 80 MG/ML Topical Solution,Ciclopirox Solution 8%
82,83,TERBINAFINE Tab 250mg,MEDDPRIME-BHMAPDX,,,,,329055,Anti-fungal Oral,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,terbinafine 250 MG,Terbinafine Tablet 250 Mg
83,84,FLUCONAZOLE Tab 100mg,MEDDPRIME-BHMAPDX,,,,,197698,Anti-fungal Oral,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,fluconazole 100 MG Oral Tablet,Fluconazole Tablet 100 Mg
84,85,FLUCONAZOLE Tab 200mg,MEDDPRIME-BHMAPDX,,,,,197700,Anti-fungal Oral,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,fluconazole 200 MG Oral Tablet,Fluconazole Tablet 200 Mg
85,86,FLUOROURACIL Cre 5%,MEDDPRIME-BHMAPDX,40,73.69,0,,105583,Chemo Cream,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,fluorouracil 50 MG/ML Topical Cream,Fluorouracil Cream 5%
86,87,IMIQUIMOD Cre 3.75%,MEDDPRIME-BHMAPDX,,,,,967017,Chemo Cream,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,imiquimod 37.5 MG/ML Topical Cream,Imiquimod Cream 3.75%
